GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0080122,AMP transmembrane transporter activity,2,2,TRUE
GO:0017091,AU-rich element binding,13,23,FALSE
GO:0070325,lipoprotein particle receptor binding,18,18,TRUE
GO:0050750,low-density lipoprotein particle receptor binding,13,13,TRUE
GO:0034511,U3 snoRNA binding,6,6,TRUE
GO:0004415,hyalurononglucosaminidase activity,6,6,TRUE
GO:0015929,hexosaminidase activity,11,11,TRUE
GO:0033906,hyaluronoglucuronidase activity,2,2,TRUE
GO:0042826,histone deacetylase binding,30,32,FALSE
GO:0048531,beta-1;3-galactosyltransferase activity,2,15,FALSE
GO:0008499,UDP-galactose:beta-N-acetylglucosamine beta-1;3-galactosyltransferase activity,8,12,FALSE
GO:0015152,glucose-6-phosphate transmembrane transporter activity,1,1,TRUE
GO:0015119,hexose phosphate transmembrane transporter activity,4,4,TRUE
GO:0015315,organophosphate:inorganic phosphate antiporter activity,0,4,FALSE
GO:0061513,glucose 6-phosphate:inorganic phosphate antiporter activity,4,4,TRUE
GO:0015526,hexose-phosphate:inorganic phosphate antiporter activity,4,4,TRUE
GO:0099516,ion antiporter activity,0,55,FALSE
GO:0015301,anion:anion antiporter activity,11,27,FALSE
GO:0015114,phosphate ion transmembrane transporter activity,8,13,FALSE
GO:0015297,antiporter activity,6,65,FALSE
GO:0048408,epidermal growth factor binding,2,2,TRUE
GO:0015211,purine nucleoside transmembrane transporter activity,0,1,FALSE
GO:0004177,aminopeptidase activity,37,38,FALSE
GO:0003688,DNA replication origin binding,15,15,TRUE
GO:0005161,platelet-derived growth factor receptor binding,7,7,TRUE
GO:0045130,keratan sulfotransferase activity,1,1,TRUE
GO:0017134,fibroblast growth factor binding,12,12,TRUE
GO:0031724,CXCR5 chemokine receptor binding,1,1,TRUE
GO:0001758,retinal dehydrogenase activity,7,7,TRUE
GO:0045550,geranylgeranyl reductase activity,2,2,TRUE
GO:0047718,indanol dehydrogenase activity,1,1,TRUE
GO:0005521,lamin binding,10,10,TRUE
GO:0017095,heparan sulfate 6-O-sulfotransferase activity,2,3,FALSE
GO:0042809,vitamin D receptor binding,11,11,TRUE
GO:0005105,type 1 fibroblast growth factor receptor binding,3,3,TRUE
GO:0005111,type 2 fibroblast growth factor receptor binding,2,2,TRUE
GO:0044390,ubiquitin-like protein conjugating enzyme binding,21,22,FALSE
GO:0031624,ubiquitin conjugating enzyme binding,19,20,FALSE
GO:0097602,cullin family protein binding,16,16,TRUE
GO:0050811,GABA receptor binding,9,9,TRUE
GO:0019894,kinesin binding,11,11,TRUE
GO:0032453,histone demethylase activity (H3-K4 specific),8,8,TRUE
GO:0034648,histone demethylase activity (H3-dimethyl-K4 specific),4,4,TRUE
GO:0061752,telomeric repeat-containing RNA binding,2,2,TRUE
GO:0016594,glycine binding,12,13,FALSE
GO:0042165,neurotransmitter binding,15,47,FALSE
GO:0000248,C-5 sterol desaturase activity,2,2,TRUE
GO:0070704,sterol desaturase activity,0,2,FALSE
GO:0045485,omega-6 fatty acid desaturase activity,1,1,TRUE
GO:0015924,mannosyl-oligosaccharide mannosidase activity,9,9,TRUE
GO:0004571,mannosyl-oligosaccharide 1;2-alpha-mannosidase activity,7,7,TRUE
GO:0047676,arachidonate-CoA ligase activity,1,1,TRUE
GO:0070273,phosphatidylinositol-4-phosphate binding,21,22,FALSE
GO:0004563,beta-N-acetylhexosaminidase activity,3,3,TRUE
GO:0016231,beta-N-acetylglucosaminidase activity,1,1,TRUE
GO:0008476,protein-tyrosine sulfotransferase activity,2,2,TRUE
GO:0030371,translation repressor activity,21,22,FALSE
GO:0008446,GDP-mannose 4;6-dehydratase activity,1,1,TRUE
GO:0070401,NADP+ binding,2,2,TRUE
GO:0050661,NADP binding,21,32,FALSE
GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,2,2,TRUE
GO:0019107,myristoyltransferase activity,1,2,FALSE
GO:0097322,7SK snRNA binding,6,6,TRUE
GO:0017069,snRNA binding,34,34,TRUE
GO:0016015,morphogen activity,6,7,FALSE
GO:0030546,receptor activator activity,2,9,FALSE
GO:0030296,protein tyrosine kinase activator activity,19,19,TRUE
GO:0030297,transmembrane receptor protein tyrosine kinase activator activity,7,7,TRUE
GO:0036122,BMP binding,4,4,TRUE
GO:0043184,vascular endothelial growth factor receptor 2 binding,5,5,TRUE
GO:0005172,vascular endothelial growth factor receptor binding,8,8,TRUE
GO:0050211,procollagen galactosyltransferase activity,3,3,TRUE
GO:0042497,triacyl lipopeptide binding,1,1,TRUE
GO:0071723,lipopeptide binding,9,10,FALSE
GO:0042834,peptidoglycan binding,12,15,FALSE
GO:0000983,transcription factor activity; RNA polymerase II core promoter sequence-specific DNA binding,23,23,TRUE
GO:0050833,pyruvate transmembrane transporter activity,4,5,FALSE
GO:0005477,pyruvate secondary active transmembrane transporter activity,1,1,TRUE
GO:0015355,secondary active monocarboxylate transmembrane transporter activity,1,10,FALSE
GO:0004715,non-membrane spanning protein tyrosine kinase activity,37,37,TRUE
GO:0005143,interleukin-12 receptor binding,6,6,TRUE
GO:0035400,histone tyrosine kinase activity,1,1,TRUE
GO:0035401,histone kinase activity (H3-Y41 specific),1,1,TRUE
GO:0036458,hepatocyte growth factor binding,1,1,TRUE
GO:0003979,UDP-glucose 6-dehydrogenase activity,1,1,TRUE
GO:0008281,sulfonylurea receptor activity,1,1,TRUE
GO:0022821,potassium ion antiporter activity,0,16,FALSE
GO:0015368,calcium:cation antiporter activity,1,11,FALSE
GO:0015491,cation:cation antiporter activity,1,28,FALSE
GO:0008273,calcium; potassium:sodium antiporter activity,2,5,FALSE
GO:0015298,solute:cation antiporter activity,1,33,FALSE
GO:0008171,O-methyltransferase activity,12,20,FALSE
GO:0051998,protein carboxyl O-methyltransferase activity,3,6,FALSE
GO:0003880,protein C-terminal carboxyl O-methyltransferase activity,2,2,TRUE
GO:0010340,carboxyl-O-methyltransferase activity,0,6,FALSE
GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,1,1,TRUE
GO:0043855,cyclic nucleotide-gated ion channel activity,0,11,FALSE
GO:0005222,intracellular cAMP-activated cation channel activity,7,9,FALSE
GO:0005221,intracellular cyclic nucleotide activated cation channel activity,9,11,FALSE
GO:0005217,intracellular ligand-gated ion channel activity,30,33,FALSE
GO:0005248,voltage-gated sodium channel activity,16,19,FALSE
GO:0005158,insulin receptor binding,13,13,TRUE
GO:1990459,transferrin receptor binding,4,4,TRUE
GO:1990460,leptin receptor binding,3,3,TRUE
GO:0004667,prostaglandin-D synthase activity,2,2,TRUE
GO:0000030,mannosyltransferase activity,18,19,FALSE
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,2,2,TRUE
GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,3,3,TRUE
GO:0090482,vitamin transmembrane transporter activity,0,24,FALSE
GO:0008517,folic acid transmembrane transporter activity,5,5,TRUE
GO:0072349,modified amino acid transmembrane transporter activity,0,16,FALSE
GO:0015234,thiamine transmembrane transporter activity,3,4,FALSE
GO:1901474,azole transmembrane transporter activity,0,8,FALSE
GO:0003873,6-phosphofructo-2-kinase activity,4,4,TRUE
GO:0008443,phosphofructokinase activity,7,7,TRUE
GO:0019200,carbohydrate kinase activity,3,21,FALSE
GO:0009982,pseudouridine synthase activity,8,9,FALSE
GO:0060590,ATPase regulator activity,1,40,FALSE
GO:0001671,ATPase activator activity,23,23,TRUE
GO:0000993,RNA polymerase II complex binding,28,30,FALSE
GO:0001098,basal transcription machinery binding,29,33,FALSE
GO:0043175,RNA polymerase core enzyme binding,6,36,FALSE
GO:0001099,basal RNA polymerase II transcription machinery binding,29,33,FALSE
GO:0070063,RNA polymerase binding,15,44,FALSE
GO:0002039,p53 binding,15,15,TRUE
GO:0097642,calcitonin family receptor activity,5,5,TRUE
GO:0097643,amylin receptor activity,4,4,TRUE
GO:0004197,cysteine-type endopeptidase activity,89,111,FALSE
GO:0004523,RNA-DNA hybrid ribonuclease activity,5,5,TRUE
GO:0000099,sulfur amino acid transmembrane transporter activity,4,7,FALSE
GO:0015184,L-cystine transmembrane transporter activity,3,4,FALSE
GO:0086006,voltage-gated sodium channel activity involved in cardiac muscle cell action potential,5,5,TRUE
GO:0004484,mRNA guanylyltransferase activity,2,2,TRUE
GO:0008192,RNA guanylyltransferase activity,4,4,TRUE
GO:0098518,polynucleotide phosphatase activity,3,3,TRUE
GO:0004651,polynucleotide 5'-phosphatase activity,2,2,TRUE
GO:0050355,triphosphatase activity,1,1,TRUE
GO:0015232,heme transporter activity,7,7,TRUE
GO:0048365,Rac GTPase binding,33,48,FALSE
GO:0050998,nitric-oxide synthase binding,2,2,TRUE
GO:0016638,oxidoreductase activity; acting on the CH-NH2 group of donors,19,20,FALSE
GO:0008131,primary amine oxidase activity,6,6,TRUE
GO:0016641,oxidoreductase activity; acting on the CH-NH2 group of donors; oxygen as acceptor,15,16,FALSE
GO:0072518,Rho-dependent protein serine/threonine kinase activity,1,1,TRUE
GO:0051010,microtubule plus-end binding,15,15,TRUE
GO:0043533,inositol 1;3;4;5 tetrakisphosphate binding,5,5,TRUE
GO:0051864,histone demethylase activity (H3-K36 specific),8,10,FALSE
GO:0004856,xylulokinase activity,1,1,TRUE
GO:0071936,coreceptor activity involved in Wnt signaling pathway,8,8,TRUE
GO:1904928,coreceptor activity involved in canonical Wnt signaling pathway,2,2,TRUE
GO:0016840,carbon-nitrogen lyase activity,11,12,FALSE
GO:0016842,amidine-lyase activity,7,7,TRUE
GO:0003839,gamma-glutamylcyclotransferase activity,3,3,TRUE
GO:0016933,extracellularly glycine-gated ion channel activity,1,5,FALSE
GO:0099095,ligand-gated anion channel activity,0,18,FALSE
GO:0016934,extracellularly glycine-gated chloride channel activity,4,5,FALSE
GO:0005237,inhibitory extracellular ligand-gated ion channel activity,14,15,FALSE
GO:0022852,glycine-gated chloride ion channel activity,2,2,TRUE
GO:0004035,alkaline phosphatase activity,5,5,TRUE
GO:0004551,nucleotide diphosphatase activity,13,14,FALSE
GO:0043495,protein membrane anchor,11,12,FALSE
GO:0004052,arachidonate 12-lipoxygenase activity,3,3,TRUE
GO:1990136,linoleate 9S-lipoxygenase activity,1,1,TRUE
GO:0017110,nucleoside-diphosphatase activity,12,13,FALSE
GO:0004382,guanosine-diphosphatase activity,2,2,TRUE
GO:0045134,uridine-diphosphatase activity,3,3,TRUE
GO:0004727,prenylated protein tyrosine phosphatase activity,2,2,TRUE
GO:0000182,rDNA binding,4,9,FALSE
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,15,16,FALSE
GO:0001046,core promoter sequence-specific DNA binding,13,29,FALSE
GO:0001047,core promoter binding,13,39,FALSE
GO:0010385,double-stranded methylated DNA binding,5,5,TRUE
GO:0031492,nucleosomal DNA binding,33,37,FALSE
GO:0031491,nucleosome binding,23,59,FALSE
GO:0008022,protein C-terminus binding,31,31,TRUE
GO:0120160,intraciliary transport particle A binding,1,1,TRUE
GO:0015175,neutral amino acid transmembrane transporter activity,9,28,FALSE
GO:0036440,citrate synthase activity,1,1,TRUE
GO:0004108,citrate (Si)-synthase activity,1,1,TRUE
GO:0046912,transferase activity; transferring acyl groups; acyl groups converted into alkyl on transfer,5,5,TRUE
GO:0003887,DNA-directed DNA polymerase activity,19,19,TRUE
GO:0043142,single-stranded DNA-dependent ATPase activity,11,14,FALSE
GO:0051575,5'-deoxyribose-5-phosphate lyase activity,5,5,TRUE
GO:0046966,thyroid hormone receptor binding,22,22,TRUE
GO:0008568,microtubule-severing ATPase activity,9,10,FALSE
GO:0004745,retinol dehydrogenase activity,14,17,FALSE
GO:0043531,ADP binding,28,28,TRUE
GO:0005127,ciliary neurotrophic factor receptor binding,5,5,TRUE
GO:0097100,supercoiled DNA binding,5,5,TRUE
GO:1904929,coreceptor activity involved in Wnt signaling pathway; planar cell polarity pathway,6,6,TRUE
GO:0050733,RS domain binding,2,2,TRUE
GO:0005537,mannose binding,16,17,FALSE
GO:0004165,dodecenoyl-CoA delta-isomerase activity,2,2,TRUE
GO:0016863,intramolecular oxidoreductase activity; transposing C=C bonds,13,13,TRUE
GO:0046976,histone methyltransferase activity (H3-K27 specific),5,5,TRUE
GO:0097726,LEM domain binding,1,1,TRUE
GO:0070883,pre-miRNA binding,5,5,TRUE
GO:0098634,cell-matrix adhesion mediator activity,0,7,FALSE
GO:0098639,collagen binding involved in cell-matrix adhesion,5,5,TRUE
GO:0005041,low-density lipoprotein particle receptor activity,12,12,TRUE
GO:0030228,lipoprotein particle receptor activity,13,14,FALSE
GO:0070412,R-SMAD binding,1,1,TRUE
GO:0016019,peptidoglycan receptor activity,3,5,FALSE
GO:0016453,C-acetyltransferase activity,1,5,FALSE
GO:0008890,glycine C-acetyltransferase activity,1,1,TRUE
GO:0004622,lysophospholipase activity,18,20,FALSE
GO:0098599,palmitoyl hydrolase activity,1,8,FALSE
GO:0008474,palmitoyl-(protein) hydrolase activity,6,7,FALSE
GO:0019843,rRNA binding,45,46,FALSE
GO:0043015,gamma-tubulin binding,19,19,TRUE
GO:0004711,ribosomal protein S6 kinase activity,7,7,TRUE
GO:0030280,structural constituent of epidermis,13,15,FALSE
GO:0005243,gap junction channel activity,8,14,FALSE
GO:0015556,C4-dicarboxylate transmembrane transporter activity,4,14,FALSE
GO:0015183,L-aspartate transmembrane transporter activity,6,6,TRUE
GO:0047273,galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity,1,1,TRUE
GO:0008376,acetylgalactosaminyltransferase activity,37,44,FALSE
GO:0015278,calcium-release channel activity,21,21,TRUE
GO:0097603,temperature-gated ion channel activity,0,2,FALSE
GO:0097604,temperature-gated cation channel activity,2,2,TRUE
GO:0008157,protein phosphatase 1 binding,9,9,TRUE
GO:0019211,phosphatase activator activity,13,14,FALSE
GO:0072542,protein phosphatase activator activity,10,11,FALSE
GO:0004090,carbonyl reductase (NADPH) activity,5,5,TRUE
GO:0070402,NADPH binding,11,11,TRUE
GO:0008235,metalloexopeptidase activity,10,54,FALSE
GO:0004448,isocitrate dehydrogenase activity,4,4,TRUE
GO:0004450,isocitrate dehydrogenase (NADP+) activity,2,2,TRUE
GO:0051990,(R)-2-hydroxyglutarate dehydrogenase activity,2,2,TRUE
GO:0008396,oxysterol 7-alpha-hydroxylase activity,2,2,TRUE
GO:0008395,steroid hydroxylase activity,28,34,FALSE
GO:0004029,aldehyde dehydrogenase (NAD) activity,13,13,TRUE
GO:0099528,G-protein coupled neurotransmitter receptor activity,0,37,FALSE
GO:0004965,G-protein coupled GABA receptor activity,3,3,TRUE
GO:0004144,diacylglycerol O-acyltransferase activity,2,3,FALSE
GO:0004772,sterol O-acyltransferase activity,2,2,TRUE
GO:0034736,cholesterol O-acyltransferase activity,2,2,TRUE
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,35,35,TRUE
GO:0097472,cyclin-dependent protein kinase activity,3,36,FALSE
GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,15,15,TRUE
GO:0052650,NADP-retinol dehydrogenase activity,8,8,TRUE
GO:0004143,diacylglycerol kinase activity,9,10,FALSE
GO:0061665,SUMO ligase activity,5,5,TRUE
GO:0008336,gamma-butyrobetaine dioxygenase activity,1,1,TRUE
GO:0044389,ubiquitin-like protein ligase binding,56,59,FALSE
GO:0031625,ubiquitin protein ligase binding,54,57,FALSE
GO:0015464,acetylcholine receptor activity,14,22,FALSE
GO:0004176,ATP-dependent peptidase activity,3,3,TRUE
GO:0045183,translation factor activity; non-nucleic acid binding,1,1,TRUE
GO:0008431,vitamin E binding,3,3,TRUE
GO:0050613,delta14-sterol reductase activity,2,2,TRUE
GO:0016628,oxidoreductase activity; acting on the CH-CH group of donors; NAD or NADP as acceptor,18,18,TRUE
GO:0015226,carnitine transmembrane transporter activity,3,3,TRUE
GO:0015106,bicarbonate transmembrane transporter activity,14,20,FALSE
GO:0008312,7S RNA binding,5,5,TRUE
GO:0043022,ribosome binding,34,35,FALSE
GO:0008409,5'-3' exonuclease activity,16,18,FALSE
GO:0034353,RNA pyrophosphohydrolase activity,1,1,TRUE
GO:0016403,dimethylargininase activity,2,2,TRUE
GO:0016813,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in linear amidines,10,10,TRUE
GO:0000405,bubble DNA binding,7,7,TRUE
GO:0036310,annealing helicase activity,7,7,TRUE
GO:0043138,3'-5' DNA helicase activity,7,14,FALSE
GO:0043140,ATP-dependent 3'-5' DNA helicase activity,9,9,TRUE
GO:0062037,D-loop DNA binding,4,4,TRUE
GO:0061821,telomeric D-loop binding,4,4,TRUE
GO:0015018,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,2,3,FALSE
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity,5,5,TRUE
GO:0016918,retinal binding,5,5,TRUE
GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,2,2,TRUE
GO:0070548,L-glutamine aminotransferase activity,3,3,TRUE
GO:0043237,laminin-1 binding,5,5,TRUE
GO:0022884,macromolecule transmembrane transporter activity,0,18,FALSE
GO:0008320,protein transmembrane transporter activity,17,17,TRUE
GO:0030898,actin-dependent ATPase activity,9,9,TRUE
GO:0071568,UFM1 transferase activity,2,2,TRUE
GO:0031435,mitogen-activated protein kinase kinase kinase binding,2,4,FALSE
GO:0030676,Rac guanyl-nucleotide exchange factor activity,15,15,TRUE
GO:0039706,co-receptor binding,6,6,TRUE
GO:0048019,receptor antagonist activity,17,28,FALSE
GO:0030547,receptor inhibitor activity,5,34,FALSE
GO:0016524,latrotoxin receptor activity,2,2,TRUE
GO:0008559,xenobiotic transmembrane transporting ATPase activity,4,5,FALSE
GO:0042910,xenobiotic transmembrane transporter activity,0,6,FALSE
GO:0047464,heparosan-N-sulfate-glucuronate 5-epimerase activity,1,1,TRUE
GO:0004359,glutaminase activity,3,3,TRUE
GO:0034450,ubiquitin-ubiquitin ligase activity,13,13,TRUE
GO:0015347,sodium-independent organic anion transmembrane transporter activity,13,15,FALSE
GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,10,10,TRUE
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,41,42,FALSE
GO:0004850,uridine phosphorylase activity,2,2,TRUE
GO:0030748,amine N-methyltransferase activity,1,1,TRUE
GO:0015271,outward rectifier potassium channel activity,12,15,FALSE
GO:0038036,sphingosine-1-phosphate receptor activity,4,4,TRUE
GO:0008607,phosphorylase kinase regulator activity,4,4,TRUE
GO:0048487,beta-tubulin binding,25,25,TRUE
GO:0008073,ornithine decarboxylase inhibitor activity,3,3,TRUE
GO:0005087,Ran guanyl-nucleotide exchange factor activity,4,4,TRUE
GO:0015369,calcium:proton antiporter activity,1,1,TRUE
GO:0051139,metal ion:proton antiporter activity,0,2,FALSE
GO:0015299,solute:proton antiporter activity,14,21,FALSE
GO:2001069,glycogen binding,2,2,TRUE
GO:0004984,olfactory receptor activity,28,261,FALSE
GO:0016416,O-palmitoyltransferase activity,1,5,FALSE
GO:0047173,phosphatidylcholine-retinol O-acyltransferase activity,1,1,TRUE
GO:0003696,satellite DNA binding,8,8,TRUE
GO:0000700,mismatch base pair DNA N-glycosylase activity,4,4,TRUE
GO:0008263,pyrimidine-specific mismatch base pair DNA N-glycosylase activity,2,2,TRUE
GO:0008138,protein tyrosine/serine/threonine phosphatase activity,20,20,TRUE
GO:0042008,interleukin-18 receptor activity,1,1,TRUE
GO:0005251,delayed rectifier potassium channel activity,27,29,FALSE
GO:0004057,arginyltransferase activity,1,1,TRUE
GO:0003950,NAD+ ADP-ribosyltransferase activity,26,26,TRUE
GO:0033149,FFAT motif binding,2,2,TRUE
GO:0036002,pre-mRNA binding,28,28,TRUE
GO:0017057,6-phosphogluconolactonase activity,1,1,TRUE
GO:0008554,sodium-exporting ATPase activity; phosphorylative mechanism,1,1,TRUE
GO:0004839,ubiquitin activating enzyme activity,4,4,TRUE
GO:0019778,Atg12 activating enzyme activity,1,1,TRUE
GO:0004826,phenylalanine-tRNA ligase activity,5,5,TRUE
GO:0035035,histone acetyltransferase binding,9,9,TRUE
GO:0000386,second spliceosomal transesterification activity,3,3,TRUE
GO:0030628,pre-mRNA 3'-splice site binding,5,5,TRUE
GO:0004610,phosphoacetylglucosamine mutase activity,1,1,TRUE
GO:0003829,beta-1;3-galactosyl-O-glycosyl-glycoprotein beta-1;6-N-acetylglucosaminyltransferase activity,2,3,FALSE
GO:0140103,catalytic activity; acting on a glycoprotein,0,20,FALSE
GO:0004792,thiosulfate sulfurtransferase activity,2,2,TRUE
GO:0042292,URM1 activating enzyme activity,1,1,TRUE
GO:0017034,Rap guanyl-nucleotide exchange factor activity,5,5,TRUE
GO:0005545,1-phosphatidylinositol binding,15,15,TRUE
GO:0051377,mannose-ethanolamine phosphotransferase activity,3,3,TRUE
GO:0000774,adenyl-nucleotide exchange factor activity,11,11,TRUE
GO:0015321,sodium-dependent phosphate transmembrane transporter activity,7,7,TRUE
GO:0042301,phosphate ion binding,10,10,TRUE
GO:0030145,manganese ion binding,41,41,TRUE
GO:0016832,aldehyde-lyase activity,8,8,TRUE
GO:0008117,sphinganine-1-phosphate aldolase activity,2,2,TRUE
GO:0017127,cholesterol transporter activity,14,16,FALSE
GO:0030226,apolipoprotein receptor activity,1,3,FALSE
GO:0034188,apolipoprotein A-I receptor activity,2,2,TRUE
GO:0008525,phosphatidylcholine transporter activity,8,11,FALSE
GO:0090554,phosphatidylcholine-translocating ATPase activity,4,4,TRUE
GO:0090556,phosphatidylserine-translocating ATPase activity,2,2,TRUE
GO:0017159,pantetheine hydrolase activity,1,3,FALSE
GO:0005351,carbohydrate:proton symporter activity,7,10,FALSE
GO:0005402,carbohydrate:cation symporter activity,7,16,FALSE
GO:0015295,solute:proton symporter activity,9,25,FALSE
GO:0015145,monosaccharide transmembrane transporter activity,16,20,FALSE
GO:0055056,D-glucose transmembrane transporter activity,8,9,FALSE
GO:0005355,glucose transmembrane transporter activity,14,18,FALSE
GO:0051119,sugar transmembrane transporter activity,17,24,FALSE
GO:0015149,hexose transmembrane transporter activity,14,18,FALSE
GO:0003951,NAD+ kinase activity,2,2,TRUE
GO:0036317,tyrosyl-RNA phosphodiesterase activity,1,1,TRUE
GO:0070259,tyrosyl-DNA phosphodiesterase activity,2,2,TRUE
GO:0070260,5'-tyrosyl-DNA phosphodiesterase activity,1,1,TRUE
GO:0050313,sulfur dioxygenase activity,1,1,TRUE
GO:0001054,RNA polymerase I activity,12,12,TRUE
GO:0008179,adenylate cyclase binding,6,6,TRUE
GO:0001205,distal enhancer DNA-binding transcription activator activity; RNA polymerase II-specific,21,24,FALSE
GO:0005527,macrolide binding,7,7,TRUE
GO:0005528,FK506 binding,7,7,TRUE
GO:0051019,mitogen-activated protein kinase binding,12,12,TRUE
GO:0048273,mitogen-activated protein kinase p38 binding,1,1,TRUE
GO:0004605,phosphatidate cytidylyltransferase activity,3,3,TRUE
GO:0030292,protein tyrosine kinase inhibitor activity,4,4,TRUE
GO:0004161,dimethylallyltranstransferase activity,2,2,TRUE
GO:0004659,prenyltransferase activity,13,14,FALSE
GO:0004311,farnesyltranstransferase activity,3,3,TRUE
GO:0004337,geranyltranstransferase activity,2,2,TRUE
GO:0017070,U6 snRNA binding,11,11,TRUE
GO:0016493,C-C chemokine receptor activity,21,23,FALSE
GO:0015016,[heparan sulfate]-glucosamine N-sulfotransferase activity,2,3,FALSE
GO:0042328,heparan sulfate N-acetylglucosaminyltransferase activity,3,4,FALSE
GO:0016775,phosphotransferase activity; nitrogenous group as acceptor,0,5,FALSE
GO:0004111,creatine kinase activity,4,5,FALSE
GO:0050080,malonyl-CoA decarboxylase activity,1,1,TRUE
GO:0003960,NADPH:quinone reductase activity,4,4,TRUE
GO:0008768,UDP-sugar diphosphatase activity,2,2,TRUE
GO:0008441,3'(2');5'-bisphosphate nucleotidase activity,2,2,TRUE
GO:0008252,nucleotidase activity,12,14,FALSE
GO:0016213,linoleoyl-CoA desaturase activity,1,1,TRUE
GO:0047372,acylglycerol lipase activity,9,10,FALSE
GO:0015037,peptide disulfide oxidoreductase activity,14,14,TRUE
GO:0070739,protein-glutamic acid ligase activity,6,6,TRUE
GO:0070740,tubulin-glutamic acid ligase activity,6,6,TRUE
GO:0016742,hydroxymethyl-; formyl- and related transferase activity,6,6,TRUE
GO:0030407,formimidoyltransferase activity,1,1,TRUE
GO:0016841,ammonia-lyase activity,4,5,FALSE
GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity,1,1,TRUE
GO:0032393,MHC class I receptor activity,8,8,TRUE
GO:0003916,DNA topoisomerase activity,4,6,FALSE
GO:0008486,diphosphoinositol-polyphosphate diphosphatase activity,4,4,TRUE
GO:0052841,inositol bisdiphosphate tetrakisphosphate diphosphatase activity,4,4,TRUE
GO:0052842,inositol diphosphate pentakisphosphate diphosphatase activity,4,4,TRUE
GO:0001567,cholesterol 25-hydroxylase activity,0,1,FALSE
GO:0042007,interleukin-18 binding,2,2,TRUE
GO:0051059,NF-kappaB binding,9,9,TRUE
GO:0004803,transposase activity,2,2,TRUE
GO:0030366,molybdopterin synthase activity,2,2,TRUE
GO:0004190,aspartic-type endopeptidase activity,17,21,FALSE
GO:0070001,aspartic-type peptidase activity,1,22,FALSE
GO:0042799,histone methyltransferase activity (H4-K20 specific),3,3,TRUE
GO:0008121,ubiquinol-cytochrome-c reductase activity,8,9,FALSE
GO:0016679,oxidoreductase activity; acting on diphenols and related substances as donors,0,9,FALSE
GO:0016681,oxidoreductase activity; acting on diphenols and related substances as donors; cytochrome as acceptor,0,9,FALSE
GO:0004024,alcohol dehydrogenase activity; zinc-dependent,6,6,TRUE
GO:0004022,alcohol dehydrogenase (NAD) activity,7,7,TRUE
GO:0004459,L-lactate dehydrogenase activity,4,4,TRUE
GO:0004457,lactate dehydrogenase activity,6,6,TRUE
GO:0005497,androgen binding,3,3,TRUE
GO:0051287,NAD binding,13,28,FALSE
GO:0016639,oxidoreductase activity; acting on the CH-NH2 group of donors; NAD or NADP as acceptor,3,3,TRUE
GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,2,2,TRUE
GO:0004352,glutamate dehydrogenase (NAD+) activity,2,2,TRUE
GO:0070403,NAD+ binding,12,12,TRUE
GO:0070728,leucine binding,7,7,TRUE
GO:0000900,translation repressor activity; mRNA regulatory element binding,10,11,FALSE
GO:0090079,translation regulator activity; nucleic acid binding,12,24,FALSE
GO:0016646,oxidoreductase activity; acting on the CH-NH group of donors; NAD or NADP as acceptor,16,16,TRUE
GO:0004146,dihydrofolate reductase activity,3,3,TRUE
GO:0033560,folate reductase activity,1,1,TRUE
GO:0051870,methotrexate binding,3,3,TRUE
GO:1990825,sequence-specific mRNA binding,9,9,TRUE
GO:0004128,cytochrome-b5 reductase activity; acting on NAD(P)H,5,6,FALSE
GO:0016653,oxidoreductase activity; acting on NAD(P)H; heme protein as acceptor,12,13,FALSE
GO:0015038,glutathione disulfide oxidoreductase activity,7,7,TRUE
GO:0016668,oxidoreductase activity; acting on a sulfur group of donors; NAD(P) as acceptor,2,10,FALSE
GO:0004362,glutathione-disulfide reductase activity,1,1,TRUE
GO:0016714,oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen; reduced pteridine as one donor; and incorporation of one atom of oxygen,2,3,FALSE
GO:0004505,phenylalanine 4-monooxygenase activity,1,1,TRUE
GO:0004784,superoxide dismutase activity,4,4,TRUE
GO:0016721,oxidoreductase activity; acting on superoxide radicals as acceptor,0,4,FALSE
GO:0030346,protein phosphatase 2B binding,6,6,TRUE
GO:0016724,oxidoreductase activity; oxidizing metal ions; oxygen as acceptor,6,8,FALSE
GO:0016722,oxidoreductase activity; oxidizing metal ions,14,19,FALSE
