DO ID,DO name,asimov genes, menchelab genes, both sets equal?
DOID:0060565,Ritscher-Schinzel syndrome,2,2,TRUE
DOID:0060566,Holzgreve-Wagner-Rehder Syndrome,0,0,TRUE
DOID:0060567,erythema elevatum diutinum,0,0,TRUE
DOID:0060569,hypertrichotic osteochondrodysplasia Cantu type,2,2,TRUE
DOID:0060570,cardiac tuberculosis,0,0,TRUE
DOID:0060571,Ritscher-Schinzel syndrome 1,2,2,TRUE
DOID:0060572,Ritscher-Schinzel syndrome 2,1,1,TRUE
DOID:0060573,von Willebrand's disease 1,0,0,TRUE
DOID:0060574,von Willebrand's disease 2,0,0,TRUE
DOID:0060575,3MC syndrome 1,2,2,TRUE
DOID:0060576,3MC syndrome 2,2,2,TRUE
DOID:0060577,3MC syndrome 3,2,2,TRUE
DOID:0060578,Noonan syndrome 1,18,18,TRUE
DOID:0060580,Noonan syndrome 2,0,0,TRUE
DOID:0060581,Noonan syndrome 3,1,1,TRUE
DOID:0060582,Noonan syndrome 4,1,1,TRUE
DOID:0060583,Noonan syndrome 5,1,1,TRUE
DOID:0060584,Noonan syndrome 6,1,1,TRUE
DOID:0060585,Noonan syndrome 7,1,1,TRUE
DOID:0060586,Noonan syndrome 8,1,1,TRUE
DOID:0060587,Noonan syndrome 9,1,1,TRUE
DOID:0060588,Noonan syndrome 10,1,1,TRUE
DOID:0060589,Yunis-Varon syndrome,1,1,TRUE
DOID:0060590,XFE progeroid syndrome,1,1,TRUE
DOID:0060591,WHIM syndrome,1,1,TRUE
DOID:0060592,B-cell adult acute lymphocytic leukemia,0,0,TRUE
DOID:0060597,atypical chronic myeloid leukemia,2,2,TRUE
DOID:0060599,Nance-Horan syndrome,25,25,TRUE
DOID:0060600,hereditary motor and sensory neuropathy with agenesis of the corpus callosum,12,12,TRUE
DOID:0060601,alpha-2-plasmin inhibitor deficiency,1,1,TRUE
DOID:0060602,alpha-methylacyl-CoA racemase deficiency,1,1,TRUE
DOID:0060603,isolated anhidrosis with normal sweat glands,1,1,TRUE
DOID:0060604,ankyloglossia,5,5,TRUE
DOID:0060605,anterior segment mesenchymal dysgenesis,1,1,TRUE
DOID:0060606,fetal nicotine spectrum disorder,0,0,TRUE
DOID:0060608,microcephalic osteodysplastic primordial dwarfism type I,46,46,TRUE
DOID:0060609,microcephalic osteodysplastic primordial dwarfism type II,46,46,TRUE
DOID:0060610,megacystis-microcolon-intestinal hypoperistalsis syndrome,4,4,TRUE
DOID:0060611,abdominal obesity-metabolic syndrome,23,23,TRUE
DOID:0060612,abdominal obesity-metabolic syndrome 3,1,1,TRUE
DOID:0060613,X-linked cleft palate with or without ankyloglossia,1,1,TRUE
DOID:0060614,ulnar-mammary syndrome,1,1,TRUE
DOID:0060638,neonatal diabetes mellitus with congenital hypothyroidism,1,1,TRUE
DOID:0060639,permanent neonatal diabetes mellitus,5,5,TRUE
DOID:0060640,ethylmalonic encephalopathy,1,1,TRUE
DOID:0060641,endocrine-cerebro-osteodysplasia syndrome,1,1,TRUE
DOID:0060642,recessive dystrophic epidermolysis bullosa,2,2,TRUE
DOID:0060643,primary sclerosing cholangitis,16,16,TRUE
DOID:0060644,chondrodysplasia-pseudohermaphroditism syndrome,46,46,TRUE
DOID:0060645,chronic recurrent multifocal osteomyelitis,1,1,TRUE
DOID:0060646,congenital chylothorax,0,0,TRUE
DOID:0060647,cocoon syndrome,1,1,TRUE
DOID:0060648,corneal opacification and other ocular anomalies,0,0,TRUE
DOID:0060649,congenital hereditary endothelial dystrophy of cornea,0,0,TRUE
DOID:0060650,dicarboxylic aminoaciduria,1,1,TRUE
DOID:0060651,MYH-9 related disease,1,1,TRUE
DOID:0060652,familial erythrocytosis 1,1,1,TRUE
DOID:0060653,lethal congenital contracture syndrome 3,0,0,TRUE
DOID:0060654,lethal congenital contracture syndrome 4,0,0,TRUE
DOID:0060655,autosomal recessive congenital ichthyosis,15,15,TRUE
DOID:0060656,autosomal recessive congenital ichthyosis 1,14,14,TRUE
DOID:0060668,anencephaly,55,55,TRUE
DOID:0060669,cerebral cavernous malformation,1,1,TRUE
DOID:0060670,cerebral cavernous malformation 2,1,1,TRUE
DOID:0060671,cerebral cavernous malformation 3,0,0,TRUE
DOID:0060672,Grn-related frontotemporal lobar degeneration with Tdp43 inclusions,10,10,TRUE
DOID:0060673,Peters anomaly,53,53,TRUE
DOID:0060674,catecholaminergic polymorphic ventricular tachycardia,22,22,TRUE
DOID:0060675,catecholaminergic polymorphic ventricular tachycardia 1,22,22,TRUE
DOID:0060676,catecholaminergic polymorphic ventricular tachycardia 2,22,22,TRUE
DOID:0060677,catecholaminergic polymorphic ventricular tachycardia 3,22,22,TRUE
DOID:0060678,catecholaminergic polymorphic ventricular tachycardia 4,22,22,TRUE
DOID:0060679,catecholaminergic polymorphic ventricular tachycardia 5,22,22,TRUE
DOID:0060680,pigment dispersion syndrome,0,0,TRUE
DOID:0060681,autosomal dominant nocturnal frontal lobe epilepsy,3,3,TRUE
DOID:0060682,autosomal dominant nocturnal frontal lobe epilepsy 1,1,1,TRUE
DOID:0060683,autosomal dominant nocturnal frontal lobe epilepsy 2,0,0,TRUE
DOID:0060684,autosomal dominant nocturnal frontal lobe epilepsy 3,1,1,TRUE
DOID:0060685,autosomal dominant nocturnal frontal lobe epilepsy 4,1,1,TRUE
DOID:0060686,autosomal dominant nocturnal frontal lobe epilepsy 5,0,0,TRUE
DOID:0060688,arteriovenous malformations of the brain,3,3,TRUE
DOID:0060689,atrichia with papular lesions,1,1,TRUE
DOID:0060690,autosomal dominant auditory neuropathy 1,19,19,TRUE
DOID:0060691,platelet-type bleeding disorder 16,4,4,TRUE
DOID:0060692,platelet-type bleeding disorder 8,1,1,TRUE
DOID:0060693,Brunner Syndrome,1,1,TRUE
DOID:0060694,Cayman type cerebellar ataxia,1,1,TRUE
DOID:0060695,hyperekplexia,7,7,TRUE
DOID:0060696,hyperekplexia 1,7,7,TRUE
DOID:0060697,hyperekplexia 2,1,1,TRUE
DOID:0060698,hyperekplexia 3,1,1,TRUE
DOID:0060699,familial hypocalciuric hypercalcemia,3,3,TRUE
DOID:0060700,familial hypocalciuric hypercalcemia 1,1,1,TRUE
DOID:0060701,familial hypocalciuric hypercalcemia 2,1,1,TRUE
DOID:0060702,familial hypocalciuric hypercalcemia 3,1,1,TRUE
DOID:0060703,Muenke Syndrome,25,25,TRUE
DOID:0060704,lymphoproliferative syndrome,8,8,TRUE
DOID:0060705,X-linked lymphoproliferative syndrome 1,2,2,TRUE
DOID:0060706,X-linked lymphoproliferative syndrome 2,2,2,TRUE
DOID:0060707,lymphoproliferative syndrome 1,6,6,TRUE
DOID:0060708,lymphoproliferative syndrome 2,6,6,TRUE
DOID:0060710,autosomal recessive congenital ichthyosis 2,14,14,TRUE
DOID:0060711,autosomal recessive congenital ichthyosis 3,14,14,TRUE
DOID:0060712,autosomal recessive congenital ichthyosis 4A,14,14,TRUE
DOID:0060713,autosomal recessive congenital ichthyosis 4B,1,1,TRUE
DOID:0060714,autosomal recessive congenital ichthyosis 5,14,14,TRUE
DOID:0060715,autosomal recessive congenital ichthyosis 6,14,14,TRUE
DOID:0060716,autosomal recessive congenital ichthyosis 7,14,14,TRUE
DOID:0060717,autosomal recessive congenital ichthyosis 8,14,14,TRUE
DOID:0060718,autosomal recessive congenital ichthyosis 9,14,14,TRUE
DOID:0060719,autosomal recessive congenital ichthyosis 10,14,14,TRUE
DOID:0060720,autosomal recessive congenital ichthyosis 11,1,1,TRUE
DOID:0060728,NGLY1-deficiency,1,1,TRUE
DOID:0060730,torsion dystonia 1,5,5,TRUE
DOID:0060731,congenital central hypoventilation syndrome,19,19,TRUE
DOID:0060732,chromosome 9p deletion syndrome,4,4,TRUE
DOID:0060733,junctional epidermolysis bullosa with pyloric atresia,2,2,TRUE
DOID:0060735,epidermolysis bullosa simplex Dowling-Meara type,3,3,TRUE
DOID:0060736,epidermolysis bullosa simplex Ogna type,4,4,TRUE
DOID:0060737,junctional epidermolysis bullosa Herlitz type,3,3,TRUE
DOID:0060738,junctional epidermolysis bullosa non-Herlitz type,5,5,TRUE
DOID:0060739,hand-foot-genital syndrome,3,3,TRUE
DOID:0060740,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,1,1,TRUE
DOID:0060741,methylmalonic acidemia due to transcobalamin receptor defect,1,1,TRUE
DOID:0060742,methylmalonic acidemia cb1A type,1,1,TRUE
DOID:0060743,methylmalonic acidemia cb1B type,1,1,TRUE
DOID:0060744,Pendred Syndrome,2,2,TRUE
DOID:0060745,Doyne honeycomb retinal dystrophy,3,3,TRUE
DOID:0060746,basal laminar drusen,1,1,TRUE
DOID:0060747,Duane-radial ray syndrome,1,1,TRUE
DOID:0060748,familial temporal lobe epilepsy 1,3,3,TRUE
DOID:0060749,familial temporal lobe epilepsy 6,0,0,TRUE
DOID:0060750,familial temporal lobe epilepsy 3,0,0,TRUE
DOID:0060751,familial temporal lobe epilepsy 7,1,1,TRUE
DOID:0060752,familial temporal lobe epilepsy 5,1,1,TRUE
DOID:0060753,familial temporal lobe epilepsy 4,0,0,TRUE
DOID:0060754,familial temporal lobe epilepsy 8,1,1,TRUE
DOID:0060755,familial temporal lobe epilepsy 2,0,0,TRUE
DOID:0060756,sclerosteosis 1,2,2,TRUE
DOID:0060757,sclerosteosis 2,1,1,TRUE
DOID:0060758,immunodeficiency with hyper-IgM type 2,1,1,TRUE
DOID:0060759,immunodeficiency with hyper IgM type 5,1,1,TRUE
DOID:0060760,immunodeficiency with hyper-IgM type 4,0,0,TRUE
DOID:0060761,familial chronic myelocytic leukemia-like syndrome,0,0,TRUE
DOID:0060762,lethal restrictive dermopathy,52,52,TRUE
DOID:0060763,X-linked juvenile retinoschisis 1,1,1,TRUE
DOID:0060764,autosomal recessive Robinow syndrome,47,47,TRUE
DOID:0060765,autosomal dominant Robinow syndrome 2,46,46,TRUE
DOID:0060766,autosomal dominant Robinow syndrome 1,46,46,TRUE
DOID:0060767,autosomal dominant Robinow syndrome 3,46,46,TRUE
DOID:0060768,Smith-Magenis syndrome,6,6,TRUE
DOID:0060769,T-cell immunodeficiency; congenital alopecia; and nail dystrophy,1,1,TRUE
DOID:0060770,dextro-looped transposition of the great arteries,16,16,TRUE
DOID:0060771,dextro-looped transposition of the great arteries 1,16,16,TRUE
DOID:0060772,dextro-looped transposition of the great arteries 3,16,16,TRUE
DOID:0060773,cleft lip-palate-ectodermal dysplasia syndrome,1,1,TRUE
DOID:0060774,congenital diarrhea,6,6,TRUE
DOID:0060775,microvillus inclusion disease,2,2,TRUE
DOID:0060776,congenital diarrhea 5 with tufting enteropathy,1,1,TRUE
DOID:0060777,congenital secretory sodium diarrhea 8,2,2,TRUE
DOID:0060778,congenital diarrhea 7 with exudative enteropathy,1,1,TRUE
DOID:0060779,congenital malabsorptive diarrhea 4,1,1,TRUE
DOID:0060780,congenital diarrhea 6,1,1,TRUE
DOID:0060781,congenital secretory sodium diarrhea 3,2,2,TRUE
DOID:0060782,EEC syndrome,2,2,TRUE
DOID:0060783,ectrodactyly; ectodermal dysplasia; and cleft lip-palate syndrome 3,2,2,TRUE
DOID:0060784,ectrodactyly; ectodermal dysplasia; and cleft lip-palate syndrome 1,2,2,TRUE
DOID:0060785,adult-onset autosomal dominant demyelinating leukodystrophy,0,0,TRUE
DOID:0060786,hypomyelinating leukodystrophy,14,14,TRUE
DOID:0060787,hypomyelinating leukodystrophy 2,1,1,TRUE
DOID:0060788,hypomyelinating leukodystrophy 10,1,1,TRUE
DOID:0060789,hypomyelinating leukodystrophy 4,1,1,TRUE
DOID:0060790,hypomyelinating leukodystrophy 3,1,1,TRUE
DOID:0060791,hypomyelinating leukodystrophy 9,1,1,TRUE
DOID:0060792,hypomyelinating leukodystrophy 11,1,1,TRUE
DOID:0060793,hypomyelinating leukodystrophy 5,1,1,TRUE
DOID:0060794,hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism,3,3,TRUE
DOID:0060795,hypomyelinating leukodystrophy 13,1,1,TRUE
DOID:0060796,hypomyelinating leukodystrophy 12,1,1,TRUE
DOID:0060797,hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism,1,1,TRUE
DOID:0060798,hypomyelinating leukodystrophy 6,1,1,TRUE
DOID:0060799,syndromic X-linked intellectual disability Lubs type,1,1,TRUE
DOID:0060800,syndromic X-linked intellectual disability 5,1,1,TRUE
DOID:0060801,MEHMO syndrome,0,0,TRUE
DOID:0060802,syndromic X-linked intellectual disability Snyder type,1,1,TRUE
DOID:0060803,syndromic X-linked intellectual disability 17,0,0,TRUE
DOID:0060804,syndromic X-linked intellectual disability 12,0,0,TRUE
DOID:0060805,Prieto syndrome,0,0,TRUE
DOID:0060806,syndromic X-linked intellectual disability Hedera type,1,1,TRUE
DOID:0060807,syndromic X-linked intellectual disability Najm type,49,49,TRUE
DOID:0060808,syndromic X-linked intellectual disability 7,0,0,TRUE
DOID:0060809,syndromic X-linked intellectual disability Claes-Jensen type,1,1,TRUE
DOID:0060810,syndromic X-linked intellectual disability type 10,30,30,TRUE
DOID:0060811,syndromic X-linked intellectual disability Turner type,1,1,TRUE
DOID:0060812,syndromic X-linked intellectual disability Siderius type,1,1,TRUE
DOID:0060813,syndromic X-linked intellectual disability Shrimpton type,0,0,TRUE
DOID:0060814,Wilson-Turner syndrome,2,2,TRUE
DOID:0060815,Miles-Carpenter syndrome,0,0,TRUE
DOID:0060816,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,1,1,TRUE
DOID:0060817,syndromic X-linked intellectual disability 34,1,1,TRUE
DOID:0060818,syndromic X-linked intellectual disability Abidi type,0,0,TRUE
DOID:0060819,syndromic X-linked intellectual disability Chudley-Schwartz type,0,0,TRUE
DOID:0060820,syndromic X-linked intellectual disability Nascimento type,1,1,TRUE
DOID:0060821,syndromic X-linked intellectual disability 14,4,4,TRUE
DOID:0060822,syndromic X-linked intellectual disability Cabezas type,1,1,TRUE
DOID:0060823,syndromic X-linked intellectual disability 94,97,97,TRUE
DOID:0060824,syndromic X-linked intellectual disability Raymond type,1,1,TRUE
DOID:0060825,Christianson syndrome,1,1,TRUE
DOID:0060826,syndromic X-linked intellectual disability Shashi type,0,0,TRUE
DOID:0060827,X-linked intellectual disability-psychosis-macroorchidism syndrome,1,1,TRUE
DOID:0060828,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,1,1,TRUE
DOID:0060829,Brooks-Wisniewski-Brown syndrome,0,0,TRUE
DOID:0060830,deafness-intellectual disability; Martin-Probst type syndrome,1,1,TRUE
DOID:0060831,Griscelli syndrome,14,14,TRUE
DOID:0060832,Griscelli syndrome type 1,12,12,TRUE
DOID:0060833,Griscelli syndrome type 2,12,12,TRUE
DOID:0060834,Griscelli syndrome type 3,13,13,TRUE
DOID:0060835,isolated microphthalmia 6,1,1,TRUE
DOID:0060836,isolated microphthalmia 4,1,1,TRUE
DOID:0060837,isolated microphthalmia 5,0,0,TRUE
DOID:0060838,isolated microphthalmia 7,1,1,TRUE
DOID:0060839,isolated microphthalmia 2,1,1,TRUE
DOID:0060840,isolated microphthalmia 1,7,7,TRUE
DOID:0060841,isolated microphthalmia 8,1,1,TRUE
DOID:0060842,isolated microphthalmia 3,1,1,TRUE
DOID:0060843,hereditary neuropathy with liability to pressure palsies,11,11,TRUE
DOID:0060844,Norrie disease,1,1,TRUE
DOID:0060847,Leri-Weill dyschondrosteosis,5,5,TRUE
DOID:0060848,early infantile epileptic encephalopathy 9,1,1,TRUE
DOID:0060849,osteoporosis-pseudoglioma syndrome,1,1,TRUE
DOID:0060850,annular pancreas,3,3,TRUE
DOID:0060851,pemphigus vulgaris,0,0,TRUE
DOID:0060852,Pierson syndrome,1,1,TRUE
DOID:0060853,Potocki-Luspski syndrome,1,1,TRUE
DOID:0060854,autosomal recessive pseudohypoaldosteronism type 1,10,10,TRUE
DOID:0060855,autosomal dominant pseudohypoaldosteronism type 1,10,10,TRUE
DOID:0060856,right atrial isomerism,0,0,TRUE
DOID:0060857,septooptic dysplasia,51,51,TRUE
DOID:0060858,hypotonia-cystinuria syndrome,4,4,TRUE
DOID:0060859,salmonellosis,0,0,TRUE
DOID:0060861,microphthalmia with limb anomalies,1,1,TRUE
DOID:0060862,mal de Meleda,51,51,TRUE
DOID:0060863,patterned macular dystrophy,2,2,TRUE
DOID:0060864,patterned macular dystrophy 2,1,1,TRUE
DOID:0060865,patterned macular dystrophy 3,0,0,TRUE
DOID:0060866,patterned macular dystrophy 1,2,2,TRUE
DOID:0060867,macrocephaly-autism syndrome,2,2,TRUE
DOID:0060868,leukoencephalopathy with vanishing white matter,6,6,TRUE
DOID:0060869,late-onset retinal degenration,1,1,TRUE
DOID:0060870,isolated growth hormone deficiency,87,87,TRUE
DOID:0060871,autosomal dominant keratitis-ichthyosis-deafness syndrome,2,2,TRUE
DOID:0060872,isolated growth hormone deficiency type II,83,83,TRUE
DOID:0060873,isolated growth hormone deficiency type IA,84,84,TRUE
DOID:0060874,isolated growth hormone deficiency type IB,84,84,TRUE
DOID:0060875,isolated growth hormone deficiency type III,85,85,TRUE
DOID:0060877,ichthyosis bullosa of Siemens,1,1,TRUE
DOID:0060878,hypoparathyroidism-deafness-renal disease syndrome,1,1,TRUE
DOID:0060879,primary hypomagnesemia,8,8,TRUE
DOID:0060880,renal hypomagnesemia 3,2,2,TRUE
DOID:0060881,renal hypomagnesemia 5 with ocular involvement,1,1,TRUE
DOID:0060882,renal hypomagnesemia 4,1,1,TRUE
DOID:0060883,intestinal hypomagnesemia 1,1,1,TRUE
DOID:0060884,renal hypomagnesemia 6,1,1,TRUE
DOID:0060885,renal hypomagnesemia 2,4,4,TRUE
DOID:0060886,osteopathia striata with cranial sclerosis,0,0,TRUE
DOID:0060887,ossification of the posterior longitudinal ligament of spine,0,0,TRUE
DOID:0060888,transient myeloproliferative syndrome,0,0,TRUE
DOID:0060889,prune belly syndrome,0,0,TRUE
DOID:0060890,ectopic Cushing syndrome,0,0,TRUE
DOID:0060891,juvenile onset Parkinson disease 19A,0,0,TRUE
DOID:0060892,late onset Parkinson disease,2,2,TRUE
DOID:0060893,juvenile-onset Parkinson disease,2,2,TRUE
DOID:0060894,early-onset Parkinson disease,4,4,TRUE
DOID:0060895,autosomal dominant Parkinson disease 4,0,0,TRUE
DOID:0060896,autosomal recessive early-onset Parksinson disease 23,0,0,TRUE
DOID:0060897,Parkinson disease 17,0,0,TRUE
DOID:0060898,early-onset Parkinson disease 20,0,0,TRUE
DOID:0060900,autosomal recessive Parkinson disease 14,0,0,TRUE
DOID:0060901,Waldenstroem's macroglobulinemia,0,0,TRUE
DOID:0060902,Norman-Roberts syndrome,0,0,TRUE
DOID:0060903,thrombosis,0,0,TRUE
DOID:0060911,karyomegalic interstitial nephritis,0,0,TRUE
DOID:0070003,blastoma,0,0,TRUE
DOID:0070004,myeloid neoplasm,104,104,TRUE
DOID:0080000,muscular disease,459,465,FALSE
DOID:0080001,bone disease,963,963,TRUE
DOID:0080005,bone remodeling disease,235,235,TRUE
DOID:0080006,bone development disease,494,494,TRUE
DOID:0080007,bone deterioration disease,0,0,TRUE
DOID:0080008,ischemic bone disease,16,16,TRUE
DOID:0080010,bone structure disease,58,58,TRUE
DOID:0080011,bone resorption disease,173,173,TRUE
DOID:0080014,chromosomal disease,146,146,TRUE
DOID:0080015,physical disorder,620,620,TRUE
DOID:0080016,spina bifida,28,28,TRUE
DOID:0080018,dysbaric osteonecrosis,0,0,TRUE
DOID:0080019,metaphyseal dysplasia,1,1,TRUE
DOID:0080020,Jansen's metaphyseal chondrodysplasia,0,0,TRUE
DOID:0080021,Schmid metaphyseal chondrodysplasia,1,1,TRUE
DOID:0080023,Shwachman-Diamond type metaphyseal dysplasia,0,0,TRUE
DOID:0080026,otospondylomegaepiphyseal dysplasia,2,2,TRUE
DOID:0080027,spondyloepimetaphyseal dysplasia,10,10,TRUE
DOID:0080028,spondyloepimetaphyseal dysplasia; Strudwick type,5,5,TRUE
DOID:0080029,autosomal recessive spinocerebellar ataxia 16,1,1,TRUE
DOID:0080030,spondyloepimetaphyseal dysplasia; Missouri type,1,1,TRUE
DOID:0080031,fibrous dysplasia,0,0,TRUE
DOID:0080032,craniodiaphyseal dysplasia,0,0,TRUE
DOID:0080033,craniometaphyseal dysplasia,4,4,TRUE
DOID:0080036,SOST-related sclerosing bone dysplasia,2,2,TRUE
DOID:0080037,Worth's syndrome,1,1,TRUE
DOID:0080038,pycnodysostosis,0,0,TRUE
DOID:0080039,axial osteomalacia,0,0,TRUE
DOID:0080040,fibrogenesis imperfecta ossium,0,0,TRUE
DOID:0080041,hypochondroplasia,0,0,TRUE
DOID:0080042,autosomal recessive spinocerebellar ataxia 18,1,1,TRUE
DOID:0080043,achondrogenesis,3,3,TRUE
DOID:0080044,hypochondrogenesis,0,0,TRUE
DOID:0080045,Kniest dysplasia,0,0,TRUE
DOID:0080046,Stickler syndrome,3,3,TRUE
DOID:0080047,pseudoachondroplasia,1,1,TRUE
DOID:0080049,acromesomelic dysplasia,3,3,TRUE
DOID:0080050,acromesomelic dysplasia; Maroteaux type,2,2,TRUE
DOID:0080051,acromesomelic dysplasia; Hunter-Thompson type,1,1,TRUE
DOID:0080052,acromesomelic dysplasia; Grebe type,2,2,TRUE
DOID:0080053,Albright's hereditary osteodystrophy,1,1,TRUE
DOID:0080054,achondrogenesis type IA,1,1,TRUE
DOID:0080055,achondrogenesis type IB,1,1,TRUE
DOID:0080056,achondrogenesis type II,1,1,TRUE
DOID:0080057,autosomal recessive spinocerebellar ataxia 15,1,1,TRUE
DOID:0080058,autosomal recessive spinocerebellar ataxia 14,1,1,TRUE
DOID:0080059,autosomal recessive spinocerebellar ataxia 7,1,1,TRUE
DOID:0080060,autosomal recessive spinocerebellar ataxia 12,1,1,TRUE
DOID:0080061,autosomal recessive spinocerebellar ataxia 2,1,1,TRUE
DOID:0080062,autosomal recessive spinocerebellar ataxia 13,1,1,TRUE
DOID:0080063,autosomal recessive spinocerebellar ataxia 11,1,1,TRUE
DOID:0080064,autosomal recessive spinocerebellar ataxia 17,1,1,TRUE
DOID:0080065,autosomal recessive spinocerebellar ataxia 19,1,1,TRUE
DOID:0080066,autosomal recessive spinocerebellar ataxia 20,1,1,TRUE
DOID:0080067,Charcot-Marie-Tooth disease type 5,5,5,TRUE
DOID:0080068,Charcot-Marie-Tooth disease type 6,2,2,TRUE
DOID:0080069,Charcot-Marie-Tooth disease type 7,0,0,TRUE
DOID:0080070,inclusion-cell disease,1,1,TRUE
DOID:0080071,pseudo-Hurler polydystrophy,2,2,TRUE
DOID:0080072,neuronal intestinal dysplasia,1,1,TRUE
DOID:0080073,spina bifida occulta,0,0,TRUE
DOID:0080074,neural tube defect,34,34,TRUE
DOID:0080075,Neu-Laxova syndrome 2,1,1,TRUE
DOID:0080076,Neu-Laxova syndrome 1,2,2,TRUE
DOID:0080077,hypophosphatemic nephrolithiasis/osteoporosis 1,1,1,TRUE
DOID:0080078,hypophosphatemic nephrolithiasis/osteoporosis 2,1,1,TRUE
DOID:0080079,nonsyndromic congenital nail disorder 1,0,0,TRUE
DOID:0080080,nonsyndromic congenital nail disorder 2,0,0,TRUE
DOID:0080081,nonsyndromic congenital nail disorder 3,1,1,TRUE
DOID:0080082,nonsyndromic congenital nail disorder 4,1,1,TRUE
DOID:0080083,nonsyndromic congenital nail disorder 5,0,0,TRUE
DOID:0080084,nonsyndromic congenital nail disorder 6,0,0,TRUE
DOID:0080085,nonsyndromic congenital nail disorder 7,0,0,TRUE
DOID:0080086,nonsyndromic congenital nail disorder 8,1,1,TRUE
DOID:0080087,nonsyndromic congenital nail disorder 9,0,0,TRUE
DOID:0080088,nonsyndromic congenital nail disorder 10,1,1,TRUE
DOID:0080089,tubular aggregate myopathy,2,2,TRUE
DOID:0080090,reducing body myopathy,1,1,TRUE
DOID:0080091,spheroid body myopathy,1,1,TRUE
DOID:0080092,myofibrillar myopathy 1,1,1,TRUE
DOID:0080093,myofibrillar myopathy 2,1,1,TRUE
DOID:0080094,myofibrillar myopathy 3,1,1,TRUE
DOID:0080095,myofibrillar myopathy 4,1,1,TRUE
DOID:0080096,myofibrillar myopathy 5,1,1,TRUE
DOID:0080097,myofibrillar myopathy 6,1,1,TRUE
DOID:0080098,myofibrillar myopathy 7,1,1,TRUE
DOID:0080099,myopathy; lactic acidosis; and sideroblastic anemia,3,3,TRUE
DOID:0080100,congenital myopathy,10,10,TRUE
DOID:0080101,Compton-North congenital myopathy,1,1,TRUE
DOID:0080102,congenital fiber-type disproportion,7,7,TRUE
DOID:0080103,cylindrical spirals myopathy,0,0,TRUE
DOID:0080105,microcephaly and chorioretinopathy 1,2,2,TRUE
DOID:0080106,microcephaly and chorioretinopathy 2,0,0,TRUE
DOID:0080107,microcephaly and chorioretinopathy 3,0,0,TRUE
DOID:0080108,myoglobinuria,2,2,TRUE
DOID:0080109,infantile myofibromatosis,2,2,TRUE
DOID:0080110,multiple pterygium syndrome,6,6,TRUE
DOID:0080111,mitochondrial complex III deficiency nuclear type 1,1,1,TRUE
DOID:0080112,mitochondrial complex III deficiency nuclear type 3,0,0,TRUE
DOID:0080113,mitochondrial complex III deficiency nuclear type 4,1,1,TRUE
DOID:0080114,mitochondrial complex III deficiency nuclear type 5,1,1,TRUE
DOID:0080115,mitochondrial complex III deficiency nuclear type 6,1,1,TRUE
DOID:0080116,mitochondrial complex III deficiency nuclear type 7,0,0,TRUE
DOID:0080117,mitochondrial complex III deficiency nuclear type 8,1,1,TRUE
DOID:0080118,mitochondrial complex III deficiency nuclear type 9,1,1,TRUE
DOID:0080119,mitochondrial DNA depletion syndrome 1,3,3,TRUE
DOID:0080120,mitochondrial DNA depletion syndrome 2,2,2,TRUE
DOID:0080121,mitochondrial DNA depletion syndrome 3,5,5,TRUE
DOID:0080122,mitochondrial DNA depletion syndrome 4a,1,1,TRUE
DOID:0080123,mitochondrial DNA depletion syndrome 4b,3,3,TRUE
DOID:0080124,mitochondrial DNA depletion syndrome 5,1,1,TRUE
DOID:0080125,mitochondrial DNA depletion syndrome 6,1,1,TRUE
DOID:0080126,mitochondrial DNA depletion syndrome 7,1,1,TRUE
DOID:0080127,mitochondrial DNA depletion syndrome 8a,3,3,TRUE
DOID:0080128,mitochondrial DNA depletion syndrome 9,1,1,TRUE
DOID:0080129,mitochondrial DNA depletion syndrome 11,1,1,TRUE
DOID:0080130,mitochondrial DNA depletion syndrome 12,0,0,TRUE
DOID:0080131,mitochondrial DNA depletion syndrome 13,1,1,TRUE
DOID:0080132,Sengers syndrome,3,3,TRUE
DOID:0080133,multiple mitochondrial dysfunctions syndrome 1,1,1,TRUE
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,1,1,TRUE
DOID:0080135,multiple mitochondrial dysfunctions syndrome 3,1,1,TRUE
DOID:0080136,multiple mitochondrial dysfunctions syndrome 4,1,1,TRUE
DOID:0080137,multiple endocrine neoplasia type 4,1,1,TRUE
DOID:0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,1,1,TRUE
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,1,1,TRUE
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,1,1,TRUE
DOID:0080141,mosaic variegated aneuploidy syndrome 1,4,4,TRUE
DOID:0080142,mosaic variegated aneuploidy syndrome 2,0,0,TRUE
DOID:0080143,congenital fibrosis of the extraocular muscles,5,5,TRUE
DOID:0080144,childhood acute lymphocytic leukemia,0,0,TRUE
DOID:0080145,T-cell childhood acute lymphocytic leukemia,0,0,TRUE
DOID:0080146,B-cell childhood acute lymphoblastic leukemia,0,0,TRUE
