node_id,attribute_id,namespace,name,description
5324,21440,biological_process,translation,""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome." [GOC:go_curators]"
5324,21459,biological_process,"phenylalanyl-tRNA aminoacylation",""The process of coupling phenylalanine to phenylalanyl-tRNA, catalyzed by phenylalanyl-tRNA synthetase. The phenylalanyl-tRNA synthetase is a  class-II synthetase. However, unlike other class II enzymes, The activated amino acid is transferred to the 2'-OH group of a phenylalanine-accepting tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification." [GOC:mcc, ISBN:0716730510]"
5324,23738,cellular_component,"phenylalanine-tRNA ligase complex",""An enzyme complex that catalyzes the ligation of phenylalanine to tRNA(Phe), forming L-phenylalanyl-tRNA(Phe)." [EC:6.1.1.20]"
5324,26472,cellular_component,membrane,""A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it." [GOC:dos, GOC:mah, ISBN:0815316194]"
5324,44393,biological_process,"protein heterotetramerization",""The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical." [GOC:go_curators]"
16461,346,DISEASE,cardiomyopathy,NULL
16461,694,DISEASE,lymphoma,NULL
16461,2908,DISEASE,"sensorineural hearing loss",NULL
16461,2908,DISEASE,"sensorineural hearing loss",NULL
16461,3438,DISEASE,"spinal meningioma",NULL
16461,3644,DISEASE,"hypertrophic cardiomyopathy",NULL
16461,3733,DISEASE,"primary biliary cirrhosis",NULL
16461,3879,DISEASE,"acoustic neuroma",NULL
16461,3951,DISEASE,"endomyocardial fibrosis",NULL
16461,4055,DISEASE,"lung cancer",NULL
16461,4055,DISEASE,"lung cancer",NULL
16461,4060,DISEASE,"bronchus cancer",NULL
16461,4165,DISEASE,"angle-closure glaucoma",NULL
16461,4340,DISEASE,"primary angle-closure glaucoma",NULL
16461,4589,DISEASE,"cystic fibrosis",NULL
16461,4604,DISEASE,"colon carcinoma",NULL
16461,4647,DISEASE,"breast cancer",NULL
16461,4647,DISEASE,"breast cancer",NULL
16461,4647,DISEASE,"breast cancer",NULL
16461,4737,DISEASE,"pancreatic cancer",NULL
16461,4737,DISEASE,"pancreatic cancer",NULL
16461,4752,DISEASE,epilepsy,NULL
16461,4918,DISEASE,"colon cancer",NULL
16461,4982,DISEASE,"colonic benign neoplasm",NULL
16461,5042,DISEASE,"senile angioma",NULL
16461,5289,DISEASE,adenocarcinoma,NULL
16461,5326,DISEASE,"glioblastoma multiforme",NULL
16461,5326,DISEASE,"glioblastoma multiforme",NULL
16461,5328,DISEASE,"malignant glioma",NULL
16461,5331,DISEASE,"giant cell glioblastoma",NULL
16461,5331,DISEASE,"giant cell glioblastoma",NULL
16461,5432,DISEASE,"central nervous system lymphoma",NULL
16461,5567,DISEASE,"breast carcinoma",NULL
16461,5618,DISEASE,meningioma,NULL
16461,5683,DISEASE,"lung benign neoplasm",NULL
16461,5741,DISEASE,"intraventricular meningioma",NULL
16461,5763,DISEASE,"pituitary adenoma",NULL
16461,5795,DISEASE,"bronchus carcinoma",NULL
16461,5796,DISEASE,"lung carcinoma",NULL
16461,5799,DISEASE,"non-small cell lung carcinoma",NULL
16461,5895,DISEASE,"pancreatic adenocarcinoma",NULL
16461,5922,DISEASE,"intraorbital meningioma",NULL
16461,5960,DISEASE,"clear cell meningioma",NULL
16461,6171,DISEASE,"benign meningioma",NULL
16461,6172,DISEASE,"secretory meningioma",NULL
16461,6175,DISEASE,"microcystic meningioma",NULL
16461,6347,DISEASE,"granular cell carcinoma",NULL
16461,6348,DISEASE,"pancreatic carcinoma",NULL
16461,6348,DISEASE,"pancreatic carcinoma",NULL
16461,6367,DISEASE,"tubular adenocarcinoma",NULL
16461,6504,DISEASE,aortitis,NULL
16461,6639,DISEASE,"lung small cell carcinoma",NULL
16461,6767,DISEASE,"acute T cell leukemia",NULL
16461,6808,DISEASE,"large intestine cancer",NULL
16461,6808,DISEASE,"large intestine cancer",NULL
16461,6808,DISEASE,"large intestine cancer",NULL
16461,6809,DISEASE,"cribriform carcinoma",NULL
16461,7033,DISEASE,"cerebral convexity meningioma",NULL
16461,7204,DISEASE,"angiomatous meningioma",NULL
16461,7216,DISEASE,adenoma,NULL
16461,7332,DISEASE,"parasagittal meningioma",NULL
16461,7445,DISEASE,"rheumatoid arthritis",NULL
16461,7469,DISEASE,"psammomatous meningioma",NULL
16461,7470,DISEASE,"fibrous meningioma",NULL
16461,7471,DISEASE,"meningothelial meningioma",NULL
16461,7472,DISEASE,"transitional meningioma",NULL
16461,7567,DISEASE,"malignant pleural mesothelioma",NULL
16461,7792,DISEASE,"olfactory groove meningioma",NULL
16461,8040,DISEASE,lymphosarcoma,NULL
16461,8164,DISEASE,"acute myeloid leukemia",NULL
16461,8211,DISEASE,"colorectal cancer",NULL
16461,8211,DISEASE,"colorectal cancer",NULL
16461,8211,DISEASE,"colorectal cancer",NULL
16461,8326,DISEASE,"multiple myeloma",NULL
16461,8490,DISEASE,"acute lymphocytic leukemia",NULL
16461,20958,cellular_component,"plasma membrane",""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]"
16461,20959,cellular_component,"integral component of plasma membrane",""The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane." [GOC:dos, GOC:go_curators]"
16461,22997,molecular_function,"organic anion transmembrane transporter activity",""Enables the transfer of organic anions from one side of a membrane to the other. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage." [GOC:ai]"
16461,26472,cellular_component,membrane,""A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it." [GOC:dos, GOC:mah, ISBN:0815316194]"
16461,30214,biological_process,"hyaluronan biosynthetic process",""The chemical reactions and pathways resulting in the formation of hyaluronan, the naturally occurring anionic form of hyaluronic acid, any member of a group of glycosaminoglycans, the repeat units of which consist of beta-1,4 linked D-glucuronyl-beta-(1,3)-N-acetyl-D-glucosamine." [GOC:mah, ISBN:0198506732]"
16461,37306,molecular_function,"ATPase activity, coupled to transmembrane movement of substances",""Catalysis of the reaction"
16461,37860,molecular_function,"ATPase-coupled anion transmembrane transporter activity",""Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction"
16461,46067,biological_process,"transmembrane transport",""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other." [GOC:dph, GOC:jid]"
15795,119,DISEASE,"familial adenomatous polyposis",NULL
15795,121,DISEASE,"Stevens-Johnson syndrome",NULL
15795,121,DISEASE,"Stevens-Johnson syndrome",NULL
15795,128,DISEASE,"fatal familial insomnia",NULL
15795,138,DISEASE,"hereditary mucosal leukokeratosis",NULL
15795,241,DISEASE,"inflammatory bowel disease",NULL
15795,346,DISEASE,cardiomyopathy,NULL
15795,415,DISEASE,phaeochromocytoma,NULL
15795,478,DISEASE,"generalized dystonia",NULL
15795,484,DISEASE,"focal hand dystonia",NULL
15795,508,DISEASE,"tongue squamous cell carcinoma",NULL
15795,694,DISEASE,lymphoma,NULL
15795,842,DISEASE,"Balo concentric sclerosis",NULL
15795,889,DISEASE,"gallbladder disease",NULL
15795,908,DISEASE,"photosensitive epilepsy",NULL
15795,931,DISEASE,"dyschromatosis universalis hereditaria",NULL
15795,931,DISEASE,"dyschromatosis universalis hereditaria",NULL
15795,1286,DISEASE,"autosomal recessive congenital ichthyosis 4B",NULL
15795,1825,DISEASE,"Alzheimer's disease 2",NULL
15795,1827,DISEASE,"Alzheimer's disease 5",NULL
15795,1828,DISEASE,"Alzheimer's disease 6",NULL
15795,1829,DISEASE,"Alzheimer's disease 7",NULL
15795,1831,DISEASE,"Alzheimer's disease 8",NULL
15795,1833,DISEASE,"Alzheimer's disease 10",NULL
15795,1834,DISEASE,"Alzheimer's disease 11",NULL
15795,1835,DISEASE,"Alzheimer's disease 12",NULL
15795,1836,DISEASE,"Alzheimer's disease 13",NULL
15795,1837,DISEASE,"Alzheimer's disease 14",NULL
15795,1838,DISEASE,"Alzheimer's disease 15",NULL
15795,2062,DISEASE,"autosomal dominant limb-girdle muscular dystrophy",NULL
15795,2063,DISEASE,"autosomal recessive limb-girdle muscular dystrophy",NULL
15795,2064,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2A",NULL
15795,2065,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2B",NULL
15795,2066,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2C",NULL
15795,2067,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2D",NULL
15795,2068,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2E",NULL
15795,2069,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2F",NULL
15795,2070,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2G",NULL
15795,2071,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2H",NULL
15795,2072,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2J",NULL
15795,2073,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2L",NULL
15795,2074,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2Q",NULL
15795,2075,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2R",NULL
15795,2076,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2S",NULL
15795,2078,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2Y",NULL
15795,2081,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2O",NULL
15795,2082,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2P",NULL
15795,2083,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2T",NULL
15795,2084,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2U",NULL
15795,2085,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2M",NULL
15795,2086,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2K",NULL
15795,2087,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2N",NULL
15795,2088,DISEASE,"autosomal recessive limb-girdle muscular dystrophy type 2I",NULL
15795,2089,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1A",NULL
15795,2090,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1B",NULL
15795,2091,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1C",NULL
15795,2092,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1H",NULL
15795,2093,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1F",NULL
15795,2094,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1E",NULL
15795,2095,DISEASE,"autosomal dominant limb-girdle muscular dystrophy type 1G",NULL
15795,2908,DISEASE,"sensorineural hearing loss",NULL
15795,2908,DISEASE,"sensorineural hearing loss",NULL
15795,2908,DISEASE,"sensorineural hearing loss",NULL
15795,2914,DISEASE,"duodenum cancer",NULL
15795,2927,DISEASE,"dysplastic nevus syndrome",NULL
15795,2964,DISEASE,"small intestine cancer",NULL
15795,3000,DISEASE,leprosy,NULL
15795,3012,DISEASE,"prostate cancer",NULL
15795,3012,DISEASE,"prostate cancer",NULL
15795,3013,DISEASE,"prostate carcinoma",NULL
15795,3013,DISEASE,"prostate carcinoma",NULL
15795,3064,DISEASE,"chronic lymphocytic leukemia",NULL
15795,3100,DISEASE,"stomach cancer",NULL
15795,3100,DISEASE,"stomach cancer",NULL
15795,3103,DISEASE,"gastric lymphoma",NULL
15795,3121,DISEASE,adrenoleukodystrophy,NULL
15795,3121,DISEASE,adrenoleukodystrophy,NULL
15795,3136,DISEASE,"celiac disease",NULL
15795,3146,DISEASE,microphthalmia,NULL
15795,3155,DISEASE,"Alzheimer's disease",NULL
15795,3155,DISEASE,"Alzheimer's disease",NULL
15795,3183,DISEASE,hypertension,NULL
15795,3183,DISEASE,hypertension,NULL
15795,3211,DISEASE,"malignant hypertension",NULL
15795,3212,DISEASE,"essential hypertension",NULL
15795,3302,DISEASE,"urinary bladder cancer",NULL
15795,3302,DISEASE,"urinary bladder cancer",NULL
15795,3302,DISEASE,"urinary bladder cancer",NULL
15795,3325,DISEASE,"qualitative platelet defect",NULL
15795,3479,DISEASE,"autonomic neuropathy",NULL
15795,3516,DISEASE,"polycystic ovary syndrome",NULL
15795,3537,DISEASE,melanoacanthoma,NULL
15795,3541,DISEASE,"heart cancer",NULL
15795,3552,DISEASE,"oculopharyngeal muscular dystrophy",NULL
15795,3554,DISEASE,"distal muscular dystrophy",NULL
15795,3558,DISEASE,"limb-girdle muscular dystrophy",NULL
15795,3561,DISEASE,"facioscapulohumeral muscular dystrophy",NULL
15795,3604,DISEASE,"visual epilepsy",NULL
15795,3618,DISEASE,"Pick's disease",NULL
15795,3635,DISEASE,"Creutzfeldt-Jakob disease",NULL
15795,3635,DISEASE,"Creutzfeldt-Jakob disease",NULL
15795,3635,DISEASE,"Creutzfeldt-Jakob disease",NULL
15795,3635,DISEASE,"Creutzfeldt-Jakob disease",NULL
15795,3644,DISEASE,"hypertrophic cardiomyopathy",NULL
15795,3690,DISEASE,"dysthymic disorder",NULL
15795,3743,DISEASE,coloboma,NULL
15795,3743,DISEASE,coloboma,NULL
15795,3743,DISEASE,coloboma,NULL
15795,3790,DISEASE,malaria,NULL
15795,3795,DISEASE,"spinal muscular atrophy",NULL
15795,3805,DISEASE,leukemia,NULL
15795,3842,DISEASE,"hepatitis A",NULL
15795,3912,DISEASE,mucopolysaccharidosis,NULL
15795,3912,DISEASE,mucopolysaccharidosis,NULL
15795,3913,DISEASE,"mucopolysaccharidosis II",NULL
15795,3913,DISEASE,"mucopolysaccharidosis II",NULL
15795,3914,DISEASE,"mucopolysaccharidosis VI",NULL
15795,3914,DISEASE,"mucopolysaccharidosis VI",NULL
15795,3915,DISEASE,"mucopolysaccharidosis III",NULL
15795,3915,DISEASE,"mucopolysaccharidosis III",NULL
15795,3918,DISEASE,"mucopolysaccharidosis IV",NULL
15795,3918,DISEASE,"mucopolysaccharidosis IV",NULL
15795,3935,DISEASE,"neurodegenerative disease",NULL
15795,3951,DISEASE,"endomyocardial fibrosis",NULL
15795,4038,DISEASE,"brain cancer",NULL
15795,4038,DISEASE,"brain cancer",NULL
15795,4055,DISEASE,"lung cancer",NULL
15795,4060,DISEASE,"bronchus cancer",NULL
15795,4275,DISEASE,"Tangier disease",NULL
15795,4275,DISEASE,"Tangier disease",NULL
15795,4279,DISEASE,"squamous cell papilloma",NULL
15795,4304,DISEASE,"interstitial cystitis",NULL
15795,4401,DISEASE,"metabolic syndrome X",NULL
15795,4473,DISEASE,"cerebral degeneration",NULL
15795,4511,DISEASE,"Reye syndrome",NULL
15795,4549,DISEASE,"major depressive disorder",NULL
15795,4549,DISEASE,"major depressive disorder",NULL
15795,4589,DISEASE,"cystic fibrosis",NULL
15795,4604,DISEASE,"colon carcinoma",NULL
15795,4604,DISEASE,"colon carcinoma",NULL
15795,4623,DISEASE,"fungal infectious disease",NULL
15795,4623,DISEASE,"fungal infectious disease",NULL
15795,4641,DISEASE,"endogenous depression",NULL
15795,4642,DISEASE,"mental depression",NULL
15795,4642,DISEASE,"mental depression",NULL
15795,4647,DISEASE,"breast cancer",NULL
15795,4647,DISEASE,"breast cancer",NULL
15795,4677,DISEASE,"chronic interstitial cystitis",NULL
15795,4686,DISEASE,"congenital ichthyosiform erythroderma",NULL
15795,4692,DISEASE,"Richter's syndrome",NULL
15795,4693,DISEASE,"neuroectodermal tumor",NULL
15795,4696,DISEASE,"clear cell acanthoma",NULL
15795,4710,DISEASE,"squamous cell carcinoma",NULL
15795,4741,DISEASE,"islet cell tumor",NULL
15795,4752,DISEASE,epilepsy,NULL
15795,4752,DISEASE,epilepsy,NULL
15795,4756,DISEASE,"diabetic ketoacidosis",NULL
15795,4771,DISEASE,"hepatitis C",NULL
15795,4782,DISEASE,melanoma,NULL
15795,4782,DISEASE,melanoma,NULL
15795,4803,DISEASE,atherosclerosis,NULL
15795,4803,DISEASE,atherosclerosis,NULL
15795,4832,DISEASE,"connective tissue cancer",NULL
15795,4842,DISEASE,enthesopathy,NULL
15795,4842,DISEASE,enthesopathy,NULL
15795,4842,DISEASE,enthesopathy,NULL
15795,4843,DISEASE,"hepatitis B",NULL
15795,4908,DISEASE,"dental caries",NULL
15795,4918,DISEASE,"colon cancer",NULL
15795,4926,DISEASE,"Bernard-Soulier syndrome",NULL
15795,4980,DISEASE,"arteriosclerotic cardiovascular disease",NULL
15795,4980,DISEASE,"arteriosclerotic cardiovascular disease",NULL
15795,4981,DISEASE,arteriosclerosis,NULL
15795,4981,DISEASE,arteriosclerosis,NULL
15795,4982,DISEASE,"colonic benign neoplasm",NULL
15795,4984,DISEASE,hemochromatosis,NULL
15795,5002,DISEASE,"ovarian cancer",NULL
15795,5002,DISEASE,"ovarian cancer",NULL
15795,5059,DISEASE,"hematologic cancer",NULL
15795,5062,DISEASE,"inflammatory and toxic neuropathy",NULL
15795,5101,DISEASE,papilloma,NULL
15795,5106,DISEASE,"kidney cancer",NULL
15795,5132,DISEASE,"adult mesoblastic nephroma",NULL
15795,5167,DISEASE,"keratosis follicularis",NULL
15795,5169,DISEASE,"pseudoxanthoma elasticum",NULL
15795,5169,DISEASE,"pseudoxanthoma elasticum",NULL
15795,5202,DISEASE,"cerebellar disease",NULL
15795,5227,DISEASE,melancholia,NULL
15795,5228,DISEASE,"hairy cell leukemia",NULL
15795,5240,DISEASE,"endometriosis of uterus",NULL
15795,5245,DISEASE,endometriosis,NULL
15795,5326,DISEASE,"glioblastoma multiforme",NULL
15795,5328,DISEASE,"malignant glioma",NULL
15795,5329,DISEASE,gliosarcoma,NULL
15795,5331,DISEASE,"giant cell glioblastoma",NULL
15795,5353,DISEASE,"papillary adenocarcinoma",NULL
15795,5380,DISEASE,keratoacanthoma,NULL
15795,5386,DISEASE,"photosensitivity disease",NULL
15795,5395,DISEASE,"progressive muscular atrophy",NULL
15795,5432,DISEASE,"central nervous system lymphoma",NULL
15795,5476,DISEASE,"central nervous system disease",NULL
15795,5476,DISEASE,"central nervous system disease",NULL
15795,5504,DISEASE,osteosarcoma,NULL
15795,5504,DISEASE,osteosarcoma,NULL
15795,5517,DISEASE,"Ewing sarcoma",NULL
15795,5519,DISEASE,chondrosarcoma,NULL
15795,5523,DISEASE,"bone osteosarcoma",NULL
15795,5523,DISEASE,"bone osteosarcoma",NULL
15795,5535,DISEASE,"coronary artery disease",NULL
15795,5567,DISEASE,"breast carcinoma",NULL
15795,5619,DISEASE,"liver cancer",NULL
15795,5619,DISEASE,"liver cancer",NULL
15795,5630,DISEASE,choriocarcinoma,NULL
15795,5643,DISEASE,retinitis,NULL
15795,5683,DISEASE,"lung benign neoplasm",NULL
15795,5696,DISEASE,"skin disease",NULL
15795,5795,DISEASE,"bronchus carcinoma",NULL
15795,5796,DISEASE,"lung carcinoma",NULL
15795,5820,DISEASE,"adrenal gland cancer",NULL
15795,5828,DISEASE,"papillary thyroid carcinoma",NULL
15795,5842,DISEASE,"ovarian carcinoma",NULL
15795,5846,DISEASE,"bladder carcinoma",NULL
15795,5846,DISEASE,"bladder carcinoma",NULL
15795,5904,DISEASE,"liver disease",NULL
15795,5937,DISEASE,"hypersensitivity reaction type II disease",NULL
15795,5979,DISEASE,"Gerstmann-Straussler-Scheinker syndrome",NULL
15795,6070,DISEASE,"neuromuscular disease",NULL
15795,6108,DISEASE,"papillary renal cell carcinoma",NULL
15795,6198,DISEASE,"trilateral retinoblastoma",NULL
15795,6199,DISEASE,"familial retinoblastoma",NULL
15795,6238,DISEASE,"mongolian spot",NULL
15795,6389,DISEASE,"neurotic disorder",NULL
15795,6389,DISEASE,"neurotic disorder",NULL
15795,6442,DISEASE,"mixed glioma",NULL
15795,6445,DISEASE,"liver cirrhosis",NULL
15795,6490,DISEASE,arteriolosclerosis,NULL
15795,6504,DISEASE,aortitis,NULL
15795,6540,DISEASE,"human immunodeficiency virus infectious disease",NULL
15795,6650,DISEASE,dystonia,NULL
15795,6650,DISEASE,dystonia,NULL
15795,6650,DISEASE,dystonia,NULL
15795,6701,DISEASE,"stomach carcinoma",NULL
15795,6701,DISEASE,"stomach carcinoma",NULL
15795,6808,DISEASE,"large intestine cancer",NULL
15795,6808,DISEASE,"large intestine cancer",NULL
15795,6808,DISEASE,"large intestine cancer",NULL
15795,6808,DISEASE,"large intestine cancer",NULL
15795,6812,DISEASE,"retinal disease",NULL
15795,6894,DISEASE,"acute urate nephropathy",NULL
15795,7131,DISEASE,"acquired immunodeficiency syndrome",NULL
15795,7131,DISEASE,"acquired immunodeficiency syndrome",NULL
15795,7161,DISEASE,"Cowden disease",NULL
15795,7177,DISEASE,"prion disease",NULL
15795,7183,DISEASE,"seborrheic keratosis",NULL
15795,7256,DISEASE,"myositis ossificans",NULL
15795,7262,DISEASE,"autoimmune lymphoproliferative syndrome",NULL
15795,7317,DISEASE,"hepatocellular carcinoma",NULL
15795,7360,DISEASE,"inverted follicular keratosis",NULL
15795,7432,DISEASE,HCL-V,NULL
15795,7622,DISEASE,"situs inversus",NULL
15795,7664,DISEASE,retinoblastoma,NULL
15795,7668,DISEASE,neuroblastoma,NULL
15795,7668,DISEASE,neuroblastoma,NULL
15795,7733,DISEASE,"ocular hypotension",NULL
15795,7980,DISEASE,reticulosarcoma,NULL
15795,7987,DISEASE,"chronic myeloid leukemia",NULL
15795,7993,DISEASE,"herpes simplex",NULL
15795,7999,DISEASE,"ulcerative colitis",NULL
15795,8016,DISEASE,"nervous system disease",NULL
15795,8016,DISEASE,"nervous system disease",NULL
15795,8040,DISEASE,lymphosarcoma,NULL
15795,8040,DISEASE,lymphosarcoma,NULL
15795,8092,DISEASE,"actinic keratosis",NULL
15795,8105,DISEASE,dermatophytosis,NULL
15795,8107,DISEASE,"skin melanoma",NULL
15795,8107,DISEASE,"skin melanoma",NULL
15795,8111,DISEASE,"atrophic gastritis",NULL
15795,8121,DISEASE,"sideroblastic anemia",NULL
15795,8127,DISEASE,narcolepsy,NULL
15795,8164,DISEASE,"acute myeloid leukemia",NULL
15795,8165,DISEASE,amyloidosis,NULL
15795,8211,DISEASE,"colorectal cancer",NULL
15795,8211,DISEASE,"colorectal cancer",NULL
15795,8211,DISEASE,"colorectal cancer",NULL
15795,8211,DISEASE,"colorectal cancer",NULL
15795,8254,DISEASE,"diabetes mellitus",NULL
15795,8257,DISEASE,"brain disease",NULL
15795,8257,DISEASE,"brain disease",NULL
15795,8290,DISEASE,"fatty liver disease",NULL
15795,8370,DISEASE,"oral mucosa leukoplakia",NULL
15795,8465,DISEASE,"muscular dystrophy",NULL
15795,20637,molecular_function,"ATP binding",""Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator." [ISBN:0198506732]"
15795,20753,cellular_component,nucleoplasm,""That part of the nuclear content other than the chromosomes or the nucleolus." [GOC:ma, ISBN:0124325653]"
15795,20829,cellular_component,mitochondrion,""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration." [GOC:giardia, ISBN:0198506732]"
15795,20830,cellular_component,"mitochondrial envelope",""The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space." [GOC:ai, GOC:pz]"
15795,20831,cellular_component,"mitochondrial outer membrane",""The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope." [GOC:ai]"
15795,20856,cellular_component,endosome,""A vacuole to which materials ingested by endocytosis are delivered." [ISBN:0198506732, PMID:19696797]"
15795,20870,cellular_component,"endoplasmic reticulum",""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)." [ISBN:0198506732]"
15795,20881,cellular_component,"Golgi apparatus",""A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function"
15795,20913,cellular_component,cytosol,""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes." [GOC:hjd, GOC:jl]"
15795,20958,cellular_component,"plasma membrane",""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]"
15795,21773,biological_process,"porphyrin-containing compound biosynthetic process",""The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group." [GOC:jl, ISBN:0198506732]"
15795,21860,biological_process,"cellular iron ion homeostasis",""Any process involved in the maintenance of an internal steady state of iron ions at the level of a cell." [GOC:ai, GOC:mah]"
15795,22335,biological_process,"brain development",""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)." [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"
15795,25788,molecular_function,"heme transporter activity",""Enables the directed movement of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, into, out of or within a cell, or between cells." [GOC:ai]"
15795,25957,molecular_function,"heme-transporting ATPase activity",""Catalysis of the reaction"
15795,26062,molecular_function,"efflux transmembrane transporter activity",""Enables the transfer of a specific substance or related group of substances from the inside of the cell to the outside of the cell across a membrane." [GOC:ai, GOC:mtg_transport, ISBN:0815340729]"
15795,26348,biological_process,"heme transport",""The directed movement of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." [GOC:ai]"
15795,29310,molecular_function,"heme binding",""Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring." [CHEBI:30413, GOC:ai]"
15795,31214,cellular_component,"integral component of mitochondrial outer membrane",""The component of the mitochondrial outer membrane consisting of the gene products having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane." [GOC:dos, GOC:mah]"
15795,37831,cellular_component,"ATP-binding cassette (ABC) transporter complex",""A complex for the transport of metabolites into and out of the cell, typically comprised of four domains; two membrane-associated domains and two ATP-binding domains at the intracellular face of the membrane, that form a central pore through the plasma membrane. Each of the four core domains may be encoded as a separate polypeptide or the domains can be fused in any one of a number of ways into multidomain polypeptides. In Bacteria and Archaebacteria, ABC transporters also include substrate binding proteins to bind substrate external to the cytoplasm and deliver it to the transporter." [GOC:jl, GOC:mtg_sensu, PMID:11421269, PMID:15111107]"
